17,83,0,0,0,0,0,0,35,56,9,0,0,0,0,0,42,56,0,2,0,0,0,0,0
36,62,2,0,0,0,0,0,33,59,8,0,0,0,0,0,47,49,1,2,1,0,0,0,0
42,57,1,0,0,0,0,0,28,55,16,1,0,0,0,0,31,52,15,2,0,0,0,0,0
86,14,0,0,0,0,0,0,44,56,0,0,0,0,0,0,55,45,0,0,0,0,0,0,0
85,14,1,0,0,0,0,0,43,53,4,0,0,0,0,0,47,52,1,0,0,0,0,0,0
96,4,0,0,0,0,0,0,71,29,0,0,0,0,0,0,78,20,2,0,0,0,0,0,0
95,5,0,0,0,0,0,0,90,10,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0
85,15,0,0,0,0,0,0,60,40,0,0,0,0,0,0,67,33,0,0,0,0,0,0,0
93,7,0,0,0,0,0,0,81,19,0,0,0,0,0,0,94,6,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,80,20,0,0,0,0,0,0,74,26,0,0,0,0,0,0,0
37,58,1,3,1,0,0,0,12,75,13,0,0,0,0,0,13,81,6,0,0,0,0,0,0
78,22,0,0,0,0,0,0,40,60,0,0,0,0,0,0,47,51,2,0,0,0,0,0,0
94,6,0,0,0,0,0,0,45,55,0,0,0,0,0,0,74,26,0,0,0,0,0,0,0
95,5,0,0,0,0,0,0,83,17,0,0,0,0,0,0,83,16,1,0,0,0,0,0,0
89,11,0,0,0,0,0,0,63,36,1,0,0,0,0,0,61,39,0,0,0,0,0,0,0
79,21,0,0,0,0,0,0,24,76,0,0,0,0,0,0,47,53,0,0,0,0,0,0,0
89,11,0,0,0,0,0,0,56,43,1,0,0,0,0,0,69,29,2,0,0,0,0,0,0
71,25,0,2,2,0,0,0,23,69,8,0,0,0,0,0,40,53,5,2,0,0,0,0,0
46,54,0,0,0,0,0,0,8,63,29,0,0,0,0,0,18,74,8,0,0,0,0,0,0
44,55,1,0,0,0,0,0,5,79,16,0,0,0,0,0,24,66,10,0,0,0,0,0,0
72,28,0,0,0,0,0,0,40,46,14,0,0,0,0,0,53,40,7,0,0,0,0,0,0
46,53,1,0,0,0,0,0,18,58,23,1,0,0,0,0,14,67,17,2,0,0,0,0,0
46,51,3,0,0,0,0,0,9,63,25,3,0,0,0,0,17,55,27,1,0,0,0,0,0
50,50,0,0,0,0,0,0,8,72,20,0,0,0,0,0,22,65,12,1,0,0,0,0,0
37,62,1,0,0,0,0,0,10,78,12,0,0,0,0,0,15,75,10,0,0,0,0,0,0
46,46,8,0,0,0,0,0,21,55,21,3,0,0,0,0,35,46,18,1,0,0,0,0,0
19,75,6,0,0,0,0,0,6,66,28,0,0,0,0,0,10,73,17,0,0,0,0,0,0
17,49,18,2,3,4,4,3,14,57,16,7,6,0,0,0,34,41,23,2,0,0,0,0,0
5,36,19,13,10,6,5,6,8,40,27,13,12,0,0,0,22,46,26,6,0,0,0,0,0
0,17,29,18,11,7,10,8,0,20,45,11,20,4,0,0,7,43,40,10,0,0,0,0,0
0,4,9,6,3,9,8,61,0,8,14,9,17,52,0,0,2,17,22,59,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,1,99,0,0,0,0,4,96,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,1,99,0,0,0,0,2,98,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,11,89,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,10,90,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,1,99,0,0,0,0,9,91,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,1,99,0,0,0,0,16,84,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,15,85,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,2,98,0,0,0,0,14,86,0,0,0,0,0
